,valuable
131932,1
131933,1
131934,0
131935,1
131936,1
131937,0
131938,0
131939,1
131940,1
131941,1
131942,0
131943,1
131944,0
131945,1
131946,1
131947,0
131948,0
131949,0
131950,1
131951,1
131952,0
131953,0
131954,0
131955,1
131956,1
131957,0
131958,0
131959,1
131960,1
131961,1
131962,0
131963,1
131964,1
131965,1
131966,1
131967,0
131968,1
131969,1
131970,1
131971,1
131972,1
131973,1
131974,1
131975,1
131976,1
131977,1
131978,1
131979,1
131980,1
131981,0
131982,1
131983,1
131984,1
131985,1
131986,1
131987,0
131988,1
131989,0
131990,0
131991,1
131992,1
131993,1
131994,1
131995,0
131996,1
131997,0
131998,0
131999,1
132000,0
132001,1
132002,1
132003,1
132004,1
132005,1
132006,1
132007,1
132008,1
132009,0
132010,1
132011,1
132012,0
132013,0
132014,0
132015,0
132016,0
132017,1
132018,0
132019,1
132020,1
132021,0
132022,1
132023,1
132024,1
132025,1
132026,1
132027,1
132028,1
132029,1
132030,0
132031,0
132032,1
132033,0
132034,1
132035,0
132036,0
132037,0
132038,1
132039,0
132040,1
132041,1
132042,1
132043,1
132044,0
132045,1
132046,0
132047,1
132048,0
132049,1
132050,1
132051,1
132052,1
132053,1
132054,1
132055,0
132056,0
132057,1
132058,1
132059,1
132060,1
132061,1
132062,0
132063,1
132064,1
132065,0
132066,1
132067,0
132068,0
132069,1
132070,1
132071,0
132072,1
132073,1
132074,0
132075,0
132076,1
132077,1
132078,1
132079,1
132080,0
132081,1
132082,1
132083,0
132084,0
132085,0
132086,1
132087,1
132088,1
132089,1
132090,1
132091,1
132092,0
132093,0
132094,1
132095,0
132096,1
132097,1
132098,0
132099,1
132100,1
132101,1
132102,1
132103,1
132104,0
132105,0
132106,0
132107,1
132108,1
132109,1
132110,1
132111,1
132112,1
132113,1
132114,1
132115,1
132116,1
132117,0
132118,1
132119,1
132120,0
132121,1
132122,1
132123,1
132124,1
132125,0
132126,0
132127,1
132128,0
132129,1
132130,1
132131,1
132132,0
132133,0
132134,0
132135,0
132136,0
132137,0
132138,0
132139,1
132140,1
132141,0
132142,0
132143,0
132144,1
132145,0
132146,1
132147,0
132148,0
132149,1
132150,1
132151,1
132152,1
132153,1
132154,0
132155,1
132156,0
132157,0
132158,1
132159,1
132160,1
132161,1
132162,0
132163,1
132164,0
132165,1
132166,0
132167,1
132168,1
132169,1
132170,1
132171,0
132172,1
132173,1
132174,1
132175,0
132176,0
132177,0
132178,0
132179,0
132180,0
132181,1
132182,1
132183,0
132184,0
132185,0
132186,1
132187,1
132188,1
132189,0
132190,1
132191,1
132192,0
132193,0
132194,1
132195,0
132196,1
132197,0
132198,1
132199,1
132200,1
132201,1
132202,1
132203,0
132204,0
132205,1
132206,1
132207,0
132208,1
132209,1
132210,1
132211,1
132212,1
132213,1
132214,1
132215,1
132216,0
132217,1
132218,0
132219,1
132220,1
132221,0
132222,1
132223,0
132224,1
132225,0
132226,0
132227,1
132228,1
132229,0
132230,1
132231,1
132232,1
132233,0
132234,0
132235,1
132236,1
132237,1
132238,0
132239,0
132240,1
132241,1
132242,1
132243,1
132244,0
132245,1
132246,1
132247,0
132248,1
132249,0
132250,1
132251,1
132252,1
132253,1
132254,1
132255,1
132256,1
132257,0
132258,1
132259,1
132260,1
132261,1
132262,0
132263,1
132264,1
132265,1
132266,1
132267,1
132268,0
132269,0
132270,0
132271,0
132272,1
132273,1
132274,0
132275,1
132276,1
132277,1
132278,1
132279,0
132280,0
132281,0
132282,1
132283,1
132284,0
132285,0
132286,0
132287,0
132288,0
132289,0
132290,0
132291,0
132292,0
132293,0
132294,0
132295,0
132296,0
132297,1
132298,0
132299,0
132300,0
132301,0
132302,0
132303,1
132304,0
132305,1
132306,1
132307,1
132308,1
132309,1
132310,0
132311,1
132312,1
132313,0
132314,0
132315,0
132316,0
132317,1
132318,0
132319,1
132320,1
132321,1
132322,1
132323,0
132324,1
132325,0
132326,1
132327,0
132328,1
132329,1
132330,0
132331,0
132332,1
132333,0
132334,0
132335,0
132336,0
132337,0
132338,0
132339,0
132340,1
132341,1
132342,0
132343,1
132344,1
132345,0
132346,1
132347,1
132348,0
132349,0
132350,0
132351,1
132352,0
132353,0
132354,1
132355,0
132356,1
132357,0
132358,1
132359,0
132360,0
132361,1
132362,0
132363,0
132364,1
132365,1
132366,0
132367,0
132368,0
132369,1
132370,1
132371,0
132372,1
132373,0
132374,0
132375,0
132376,1
132377,0
132378,0
132379,1
132380,0
132381,1
132382,0
132383,0
132384,0
132385,0
132386,0
132387,0
132388,1
132389,0
132390,0
132391,0
132392,0
132393,0
132394,1
132395,0
132396,0
132397,0
132398,0
132399,1
132400,0
132401,1
132402,1
132403,0
132404,0
132405,1
132406,1
132407,1
132408,0
132409,0
132410,1
132411,1
132412,1
132413,1
132414,0
132415,0
132416,1
132417,0
132418,0
132419,0
132420,0
132421,0
132422,0
132423,1
132424,1
132425,1
132426,1
132427,0
132428,0
132429,0
132430,0
132431,0
132432,0
132433,1
132434,0
132435,0
132436,1
132437,0
132438,1
132439,1
132440,1
132441,1
132442,0
132443,0
132444,0
132445,0
132446,0
132447,0
132448,0
132449,0
132450,0
132451,0
132452,0
132453,0
132454,0
132455,0
132456,0
132457,0
132458,0
132459,0
132460,0
132461,0
132462,0
132463,0
132464,0
132465,0
132466,1
132467,0
132468,0
132469,0
132470,0
132471,0
132472,0
132473,0
132474,0
132475,0
132476,0
132477,0
132478,0
132479,0
132480,0
132481,0
132482,0
132483,0
132484,0
132485,0
132486,0
132487,0
132488,0
132489,0
132490,0
132491,0
132492,0
132493,0
132494,0
132495,0
132496,0
132497,0
132498,0
132499,0
132500,1
132501,0
132502,0
132503,0
132504,0
132505,0
132506,0
132507,0
132508,0
132509,0
132510,0
132511,0
132512,0
132513,0
132514,0
132515,0
132516,0
132517,0
132518,0
132519,0
132520,0
132521,0
132522,0
132523,0
132524,0
132525,0
132526,0
132527,0
132528,0
132529,0
132530,0
132531,0
132532,0
132533,0
132534,0
132535,0
132536,0
132537,0
132538,0
132539,0
132540,0
132541,0
132542,0
132543,0
132544,0
132545,0
132546,0
132547,0
132548,0
132549,0
132550,0
132551,0
132552,0
132553,0
132554,0
132555,0
132556,0
132557,0
132558,0
132559,0
132560,0
132561,0
132562,0
132563,0
132564,0
132565,0
132566,0
132567,0
132568,0
132569,0
132570,0
132571,0
132572,0
132573,0
132574,0
132575,0
132576,0
132577,0
132578,0
132579,0
132580,0
132581,0
132582,0
132583,0
132584,0
132585,0
132586,0
132587,1
132588,0
132589,0
132590,0
132591,0
132592,0
132593,0
132594,0
132595,0
132596,1
132597,1
132598,0
132599,0
132600,0
132601,0
132602,1
132603,0
132604,0
132605,0
132606,0
132607,0
132608,0
132609,0
132610,0
132611,0
132612,0
132613,0
132614,0
132615,0
132616,0
132617,0
132618,0
132619,0
132620,0
132621,0
132622,0
132623,0
132624,0
132625,0
132626,0
132627,0
132628,0
132629,0
132630,0
132631,0
132632,0
132633,0
132634,0
132635,0
132636,0
132637,0
132638,0
132639,0
132640,0
132641,0
132642,0
132643,0
132644,0
132645,0
132646,0
132647,0
132648,0
132649,0
132650,0
132651,0
132652,0
132653,0
132654,0
132655,0
132656,0
132657,0
132658,0
132659,0
132660,0
132661,0
132662,0
132663,0
132664,0
132665,0
132666,0
132667,0
132668,0
132669,0
132670,0
132671,0
132672,0
132673,0
132674,0
132675,0
132676,0
132677,0
132678,0
132679,0
132680,0
132681,0
132682,0
132683,0
132684,0
132685,0
132686,1
132687,0
132688,0
132689,0
132690,0
132691,0
132692,0
132693,0
132694,0
132695,1
132696,0
132697,0
132698,0
132699,0
132700,0
132701,0
132702,0
132703,0
132704,0
132705,0
132706,0
132707,0
132708,0
132709,0
132710,0
132711,0
132712,0
132713,0
132714,0
132715,0
132716,0
132717,0
132718,0
132719,0
132720,0
132721,0
132722,0
132723,0
132724,0
132725,0
132726,0
132727,0
132728,0
132729,1
132730,0
132731,0
132732,0
132733,0
132734,0
132735,0
132736,0
132737,0
132738,0
132739,0
132740,0
132741,0
132742,0
132743,0
132744,0
132745,0
132746,0
132747,0
132748,0
132749,0
132750,0
132751,0
132752,0
132753,0
132754,0
132755,0
132756,0
132757,0
132758,0
132759,0
132760,0
132761,0
132762,0
132763,0
132764,0
132765,0
132766,0
132767,0
132768,0
132769,1
132770,0
132771,0
132772,0
132773,0
132774,0
132775,1
132776,0
132777,0
132778,0
132779,0
132780,0
132781,0
132782,0
132783,0
132784,0
132785,0
132786,0
132787,0
132788,0
132789,0
132790,0
132791,0
132792,0
132793,0
132794,0
132795,0
132796,0
132797,0
132798,0
132799,1
132800,0
132801,0
132802,0
132803,0
132804,0
132805,0
132806,0
132807,0
132808,0
132809,0
132810,0
132811,0
132812,0
132813,0
132814,0
132815,1
132816,0
132817,0
132818,0
132819,0
132820,0
132821,0
132822,0
132823,0
132824,0
132825,1
132826,0
132827,0
132828,0
132829,0
132830,0
132831,0
132832,0
132833,1
132834,1
132835,0
132836,0
132837,0
132838,0
132839,1
132840,0
132841,0
132842,0
132843,0
132844,0
132845,0
132846,0
132847,0
132848,0
132849,0
132850,1
132851,0
132852,0
132853,0
132854,1
132855,0
132856,1
132857,0
132858,1
132859,1
132860,1
132861,1
132862,1
132863,0
132864,0
132865,0
132866,1
132867,0
132868,0
132869,0
132870,0
132871,0
132872,0
132873,0
132874,0
132875,1
132876,0
132877,0
132878,1
132879,0
132880,0
132881,0
132882,0
132883,0
132884,0
132885,0
132886,0
132887,0
132888,0
132889,0
132890,0
132891,0
132892,1
132893,0
132894,0
132895,0
132896,1
132897,0
132898,0
132899,0
132900,0
132901,1
132902,1
132903,0
132904,0
132905,1
132906,0
132907,0
132908,0
132909,0
132910,0
132911,1
132912,0
132913,0
132914,1
132915,0
132916,0
132917,0
132918,0
132919,0
132920,0
132921,0
132922,0
132923,0
132924,0
132925,0
132926,0
132927,0
132928,0
132929,0
132930,0
132931,0
132932,0
132933,0
132934,0
132935,0
132936,0
132937,0
132938,0
132939,0
132940,1
132941,0
132942,0
132943,0
132944,0
132945,0
132946,0
132947,0
132948,0
132949,0
132950,0
132951,0
132952,0
132953,1
132954,0
132955,1
132956,0
132957,0
132958,0
132959,0
132960,0
132961,0
132962,0
132963,0
132964,0
132965,0
132966,0
132967,0
132968,0
132969,0
132970,0
132971,1
132972,0
132973,0
132974,1
132975,0
132976,0
132977,0
132978,0
132979,0
132980,0
132981,0
132982,0
132983,0
132984,1
132985,1
132986,0
132987,0
132988,1
132989,0
132990,1
132991,0
132992,1
132993,0
132994,0
132995,0
132996,0
132997,0
132998,1
132999,0
133000,1
133001,0
133002,0
133003,0
133004,0
133005,0
133006,0
133007,0
133008,0
133009,0
133010,0
133011,0
133012,0
133013,0
133014,0
133015,0
133016,0
133017,1
133018,1
133019,0
133020,0
133021,0
133022,1
133023,0
133024,0
133025,1
133026,0
133027,0
133028,0
133029,0
133030,1
133031,0
133032,0
133033,0
133034,1
133035,0
133036,0
133037,1
133038,0
133039,0
133040,0
133041,0
133042,1
133043,0
133044,0
133045,0
133046,0
133047,0
133048,1
133049,1
133050,0
133051,0
133052,0
133053,1
133054,1
133055,0
133056,0
133057,0
133058,0
133059,1
133060,0
133061,0
133062,0
133063,1
133064,0
133065,0
133066,0
133067,0
133068,0
133069,0
133070,0
133071,0
133072,1
133073,1
133074,0
133075,0
133076,0
133077,1
133078,0
133079,0
133080,0
133081,0
133082,0
133083,0
133084,0
133085,0
133086,0
133087,0
133088,0
133089,0
133090,0
133091,1
133092,1
133093,1
133094,0
133095,0
133096,1
133097,1
133098,1
133099,1
133100,0
133101,0
133102,1
133103,1
133104,1
133105,1
133106,1
133107,0
133108,0
133109,1
133110,1
133111,1
133112,1
133113,1
133114,0
133115,1
133116,0
133117,1
133118,0
133119,1
133120,0
133121,1
133122,0
133123,0
133124,0
133125,1
133126,0
133127,0
133128,0
133129,0
133130,0
133131,1
133132,0
133133,0
133134,1
133135,0
133136,0
133137,0
133138,0
133139,1
133140,0
133141,0
133142,0
133143,0
133144,1
133145,1
133146,0
133147,1
133148,0
133149,1
133150,0
133151,1
133152,1
133153,1
133154,0
133155,1
133156,0
133157,1
133158,0
133159,0
133160,1
133161,0
133162,0
133163,1
133164,1
133165,0
133166,1
133167,0
133168,1
133169,1
133170,1
133171,1
133172,0
133173,1
133174,1
133175,0
133176,1
133177,0
133178,1
133179,0
133180,1
133181,0
133182,1
133183,0
133184,0
133185,1
133186,0
133187,1
133188,1
133189,1
133190,1
133191,0
133192,0
133193,0
133194,1
133195,1
133196,1
133197,0
133198,1
133199,0
133200,0
133201,1
133202,0
133203,1
133204,0
133205,1
133206,0
133207,0
133208,1
133209,0
133210,1
133211,1
133212,0
133213,1
133214,0
133215,1
133216,1
133217,1
133218,1
133219,1
133220,1
133221,1
133222,1
133223,0
133224,0
133225,1
133226,0
133227,1
133228,0
133229,0
133230,1
133231,0
133232,1
133233,1
133234,0
133235,1
133236,1
133237,1
133238,1
133239,1
133240,1
133241,1
133242,0
133243,0
133244,1
133245,0
133246,0
133247,0
133248,0
133249,1
133250,0
133251,1
133252,1
133253,1
133254,0
133255,1
133256,0
133257,0
133258,1
133259,1
133260,1
133261,0
133262,1
133263,0
133264,1
133265,0
133266,0
133267,0
133268,1
133269,0
133270,1
133271,0
133272,1
133273,0
133274,0
133275,1
133276,0
133277,0
133278,1
133279,0
133280,1
133281,0
133282,0
133283,0
133284,0
133285,1
133286,0
133287,1
133288,1
133289,0
133290,0
133291,1
133292,0
133293,0
133294,0
133295,0
133296,1
133297,1
133298,0
133299,1
133300,0
133301,1
133302,0
133303,1
133304,0
133305,0
133306,0
133307,1
133308,1
133309,1
133310,1
133311,0
133312,0
133313,1
133314,0
133315,1
133316,0
133317,0
133318,1
133319,1
133320,0
133321,1
133322,1
133323,1
133324,1
133325,1
133326,1
133327,0
133328,0
133329,1
133330,1
133331,0
133332,0
133333,0
133334,1
133335,1
133336,1
133337,1
133338,1
133339,1
133340,1
133341,1
133342,0
133343,0
133344,0
133345,0
133346,0
133347,0
133348,0
133349,1
133350,1
133351,0
133352,1
133353,1
133354,1
133355,0
133356,1
133357,1
133358,1
133359,1
133360,0
133361,1
133362,1
133363,1
133364,1
133365,1
133366,1
133367,1
133368,1
133369,1
133370,1
133371,0
133372,0
133373,0
133374,0
133375,1
133376,0
133377,0
133378,1
133379,0
133380,1
133381,0
133382,1
133383,1
133384,0
133385,0
133386,0
133387,1
133388,0
133389,0
133390,0
133391,0
133392,1
133393,0
133394,1
133395,0
133396,1
133397,0
133398,0
133399,1
133400,0
133401,0
133402,1
133403,0
133404,0
133405,1
133406,0
133407,0
133408,1
133409,0
133410,1
133411,0
133412,1
133413,1
133414,0
133415,1
133416,0
133417,1
133418,1
133419,1
133420,1
133421,1
133422,0
133423,0
133424,0
133425,0
133426,0
133427,1
133428,0
133429,0
133430,0
133431,1
133432,1
133433,1
133434,1
133435,0
133436,1
133437,0
133438,0
133439,1
133440,0
133441,0
133442,1
133443,0
133444,1
133445,1
133446,1
133447,1
133448,1
133449,1
133450,0
133451,0
133452,0
133453,0
133454,0
133455,0
133456,0
133457,1
133458,1
133459,0
133460,0
133461,1
133462,0
133463,1
133464,0
133465,0
133466,1
133467,1
133468,1
133469,1
133470,1
133471,1
133472,0
133473,1
133474,1
133475,1
133476,0
133477,1
133478,0
133479,1
133480,0
133481,1
133482,1
133483,1
133484,1
133485,0
133486,1
133487,1
133488,0
133489,1
133490,1
133491,1
133492,1
133493,1
133494,1
133495,1
133496,1
133497,1
133498,1
133499,1
133500,1
133501,0
133502,0
133503,1
133504,1
133505,1
133506,1
133507,0
133508,1
133509,1
133510,1
133511,0
133512,1
133513,0
133514,1
133515,1
133516,1
133517,0
133518,0
133519,1
133520,0
133521,1
133522,0
133523,1
133524,0
133525,1
133526,1
133527,1
133528,1
133529,1
133530,1
133531,1
133532,0
133533,1
133534,1
133535,0
133536,1
133537,1
133538,1
133539,1
133540,1
133541,1
133542,1
133543,1
133544,1
133545,1
133546,0
133547,0
133548,0
133549,0
133550,1
133551,1
133552,1
133553,0
133554,1
133555,1
133556,1
133557,0
133558,1
133559,1
133560,1
133561,0
133562,0
133563,0
133564,1
133565,0
133566,0
133567,1
133568,0
133569,1
133570,0
133571,1
133572,1
133573,0
133574,1
133575,0
133576,1
133577,1
133578,1
133579,1
133580,1
133581,0
133582,1
133583,1
133584,1
133585,1
133586,1
133587,1
133588,1
133589,1
133590,1
133591,0
133592,1
133593,1
133594,0
133595,0
133596,1
133597,0
133598,0
133599,1
133600,1
133601,1
133602,1
133603,1
133604,1
133605,1
133606,1
133607,0
133608,1
133609,1
133610,1
133611,0
133612,0
133613,1
133614,1
133615,1
133616,1
133617,0
133618,0
133619,1
133620,1
133621,0
133622,1
133623,0
133624,0
133625,1
133626,1
133627,0
133628,1
133629,0
133630,1
133631,0
133632,1
133633,1
133634,1
133635,1
133636,1
133637,1
133638,0
133639,1
133640,0
133641,1
133642,1
133643,1
133644,1
133645,1
133646,1
133647,1
133648,1
133649,1
133650,1
133651,1
133652,1
133653,0
133654,1
133655,1
133656,1
133657,0
133658,1
133659,0
133660,1
133661,1
133662,1
133663,1
133664,1
133665,1
133666,1
133667,0
133668,0
133669,1
133670,0
133671,1
133672,0
133673,1
133674,1
133675,1
133676,1
133677,0
133678,1
133679,1
133680,0
133681,1
133682,1
133683,1
133684,0
133685,1
133686,0
133687,0
133688,1
133689,0
133690,1
133691,1
133692,1
133693,1
133694,1
133695,1
133696,0
133697,1
133698,1
133699,0
133700,1
133701,1
133702,0
133703,0
133704,1
133705,1
133706,1
133707,0
133708,1
133709,1
133710,1
133711,1
133712,1
133713,1
133714,0
133715,1
133716,1
133717,0
133718,0
133719,0
133720,1
133721,1
133722,1
133723,0
133724,1
133725,0
133726,1
133727,1
133728,0
133729,1
133730,1
133731,0
133732,1
133733,0
133734,1
133735,1
133736,0
133737,0
133738,1
133739,1
133740,1
133741,0
133742,1
133743,1
133744,1
133745,1
133746,0
133747,0
133748,1
133749,1
133750,0
133751,0
133752,1
133753,1
133754,1
133755,1
133756,1
133757,1
133758,1
133759,1
133760,1
133761,0
133762,1
133763,1
133764,0
133765,1
133766,1
133767,1
133768,0
133769,1
133770,1
133771,1
133772,0
133773,1
133774,1
133775,0
133776,1
133777,0
133778,0
133779,0
133780,0
133781,1
133782,0
133783,0
133784,0
133785,1
133786,1
133787,1
133788,1
133789,0
133790,0
133791,0
133792,0
133793,0
133794,0
133795,0
133796,1
133797,0
133798,0
133799,1
133800,1
133801,1
133802,1
133803,1
133804,1
133805,0
133806,1
133807,0
133808,0
133809,1
133810,1
133811,1
133812,0
133813,1
133814,0
133815,1
133816,0
133817,1
133818,1
133819,1
133820,0
133821,1
133822,1
133823,0
133824,1
133825,0
133826,0
133827,0
133828,0
133829,1
133830,1
133831,0
133832,0
133833,1
133834,0
133835,0
133836,1
133837,1
133838,0
133839,0
133840,1
133841,1
133842,1
133843,1
133844,0
133845,0
133846,1
133847,0
133848,1
133849,0
133850,1
133851,0
133852,1
133853,0
133854,0
133855,1
133856,0
133857,0
133858,1
133859,1
133860,0
133861,1
133862,1
133863,1
133864,0
133865,0
133866,1
133867,1
133868,1
133869,1
133870,1
133871,1
133872,1
133873,0
133874,1
133875,1
133876,1
133877,1
133878,0
133879,1
133880,1
133881,0
133882,1
133883,0
133884,0
133885,1
133886,1
133887,1
133888,0
133889,1
133890,1
133891,1
133892,1
133893,0
133894,0
133895,1
133896,0
133897,1
133898,1
133899,1
133900,1
133901,0
133902,0
133903,0
133904,1
133905,0
133906,1
133907,0
133908,1
133909,1
133910,0
133911,0
133912,1
133913,1
133914,1
133915,0
133916,1
133917,1
133918,1
133919,0
133920,0
133921,0
133922,1
133923,0
133924,1
133925,1
133926,1
133927,1
133928,1
133929,0
133930,1
133931,1
133932,0
133933,1
133934,0
133935,1
133936,1
133937,0
133938,1
133939,1
133940,1
133941,1
133942,0
133943,0
133944,1
133945,0
133946,0
133947,0
133948,1
133949,1
133950,0
133951,1
133952,0
133953,0
133954,1
133955,1
133956,1
133957,0
133958,0
133959,1
133960,1
133961,0
133962,0
133963,1
133964,1
133965,0
133966,0
133967,1
133968,1
133969,1
133970,0
133971,1
133972,1
133973,1
133974,1
133975,0
133976,1
133977,1
133978,0
133979,0
133980,1
133981,1
133982,1
133983,0
133984,0
133985,1
133986,1
133987,0
133988,1
133989,0
133990,0
133991,0
133992,0
133993,1
133994,1
133995,0
133996,0
133997,0
133998,0
133999,0
134000,1
134001,1
134002,1
134003,0
134004,1
134005,0
134006,0
134007,0
134008,0
134009,0
134010,0
134011,0
134012,0
134013,0
134014,1
134015,0
134016,0
134017,1
134018,1
134019,0
134020,1
134021,1
134022,0
134023,0
134024,0
134025,0
134026,0
134027,0
134028,0
134029,0
134030,0
134031,1
134032,0
134033,0
134034,0
134035,1
134036,1
134037,0
134038,0
134039,1
134040,0
134041,1
134042,1
134043,1
134044,0
134045,0
134046,1
134047,0
134048,1
134049,0
134050,1
134051,0
134052,1
134053,1
134054,1
134055,1
134056,0
134057,1
134058,1
134059,1
134060,0
134061,1
134062,1
134063,0
134064,0
134065,1
134066,0
134067,1
134068,1
134069,0
134070,0
134071,0
134072,1
134073,0
134074,0
134075,0
134076,0
134077,1
134078,0
134079,1
134080,0
134081,1
134082,1
134083,0
134084,1
134085,0
134086,0
134087,0
134088,0
134089,1
134090,1
134091,1
134092,1
134093,0
134094,1
134095,1
134096,1
134097,0
134098,1
134099,0
134100,1
134101,1
134102,1
134103,0
134104,0
134105,0
134106,0
134107,0
134108,0
134109,0
134110,0
134111,1
134112,1
134113,1
134114,0
134115,0
134116,0
134117,0
134118,0
134119,0
134120,0
134121,0
134122,1
134123,0
134124,0
134125,0
134126,0
134127,0
134128,0
134129,0
134130,0
134131,0
134132,0
134133,0
134134,0
134135,0
134136,0
134137,0
134138,0
134139,0
134140,0
134141,0
134142,0
134143,1
134144,0
134145,0
134146,0
134147,0
134148,0
134149,0
134150,0
134151,0
134152,0
134153,0
134154,0
134155,0
134156,0
134157,0
134158,0
134159,0
134160,0
134161,1
134162,0
134163,0
134164,0
134165,0
134166,0
134167,0
134168,0
134169,0
134170,0
134171,0
134172,0
134173,0
134174,0
134175,0
134176,0
134177,0
134178,0
134179,0
134180,0
134181,0
134182,0
134183,0
134184,0
134185,0
134186,0
134187,0
134188,0
134189,0
134190,0
134191,0
134192,0
134193,0
134194,0
134195,0
134196,0
134197,0
134198,0
134199,0
134200,0
134201,0
134202,0
134203,0
134204,0
134205,0
134206,0
134207,0
134208,0
134209,1
134210,0
134211,0
134212,0
134213,0
134214,0
134215,0
134216,0
134217,0
134218,0
134219,0
134220,0
134221,1
134222,0
134223,0
134224,0
134225,0
134226,0
134227,0
134228,0
134229,0
134230,0
134231,0
134232,0
134233,0
134234,0
134235,1
134236,0
134237,0
134238,0
134239,0
134240,0
134241,0
134242,0
134243,0
134244,0
134245,0
134246,0
134247,0
134248,0
134249,0
134250,0
134251,0
134252,0
134253,1
134254,0
134255,0
134256,0
134257,0
134258,0
134259,0
134260,0
134261,0
134262,0
134263,0
134264,0
134265,0
134266,0
134267,0
134268,0
134269,0
134270,0
134271,0
134272,0
134273,0
134274,1
134275,0
134276,0
134277,0
134278,0
134279,0
134280,0
134281,0
134282,0
134283,0
134284,0
134285,0
134286,0
134287,0
134288,0
134289,0
134290,0
134291,0
134292,0
134293,0
134294,0
134295,0
134296,0
134297,0
134298,0
134299,0
134300,0
134301,0
134302,0
134303,0
134304,0
134305,1
134306,0
134307,0
134308,0
134309,0
134310,0
134311,0
134312,0
134313,0
134314,0
134315,0
134316,0
134317,0
134318,0
134319,0
134320,0
134321,0
134322,0
134323,0
134324,0
134325,0
134326,0
134327,0
134328,0
134329,0
134330,0
134331,1
134332,0
134333,0
134334,0
134335,0
134336,0
134337,0
134338,0
134339,0
134340,0
134341,0
134342,0
134343,0
134344,0
134345,0
134346,0
134347,0
134348,0
134349,0
134350,0
134351,0
134352,0
134353,0
134354,0
134355,0
134356,0
134357,0
134358,1
134359,0
134360,0
134361,0
134362,0
134363,0
134364,0
134365,0
134366,0
134367,0
134368,0
134369,0
134370,0
134371,0
134372,0
134373,0
134374,0
134375,0
134376,0
134377,0
134378,0
134379,0
134380,0
134381,0
134382,0
134383,0
134384,0
134385,0
134386,1
134387,0
134388,0
134389,0
134390,0
134391,0
134392,0
134393,0
134394,0
134395,0
134396,0
134397,0
134398,0
134399,0
134400,0
134401,0
134402,0
134403,0
134404,0
134405,0
134406,0
134407,0
134408,0
134409,0
134410,0
134411,0
134412,0
134413,0
134414,0
134415,0
134416,0
134417,0
134418,0
134419,0
134420,0
134421,0
134422,0
134423,0
134424,0
134425,0
134426,1
134427,0
134428,0
134429,0
134430,0
134431,0
134432,0
134433,0
134434,0
134435,1
134436,0
134437,0
134438,0
134439,0
134440,0
134441,0
134442,1
134443,0
134444,0
134445,0
134446,0
134447,0
134448,0
134449,0
134450,0
134451,0
134452,1
134453,0
134454,0
134455,0
134456,0
134457,0
134458,0
134459,0
134460,0
134461,0
134462,0
134463,0
134464,0
134465,0
134466,0
134467,0
134468,1
134469,0
134470,0
134471,0
134472,0
134473,0
134474,0
134475,0
134476,0
134477,0
134478,0
134479,0
134480,1
134481,0
134482,0
134483,0
134484,0
134485,0
134486,1
134487,0
134488,1
134489,0
134490,0
134491,0
134492,0
134493,0
134494,0
134495,0
134496,0
134497,1
134498,0
134499,0
134500,0
134501,0
134502,0
134503,0
134504,0
134505,0
134506,0
134507,0
134508,0
134509,0
134510,0
134511,0
134512,0
134513,0
134514,0
134515,0
134516,1
134517,0
134518,1
134519,0
134520,1
134521,0
134522,0
134523,0
134524,0
134525,0
134526,0
134527,0
134528,0
134529,0
134530,0
134531,0
134532,0
134533,0
134534,0
134535,1
134536,1
134537,0
134538,0
134539,0
134540,0
134541,1
134542,1
134543,0
134544,0
134545,0
134546,0
134547,0
134548,0
134549,0
134550,0
134551,0
134552,0
134553,0
134554,0
134555,0
134556,0
134557,0
134558,0
134559,0
134560,0
134561,0
134562,0
134563,0
134564,0
134565,0
134566,0
134567,0
134568,0
134569,0
134570,0
134571,0
134572,0
134573,0
134574,0
134575,0
134576,0
134577,0
134578,0
134579,0
134580,1
134581,0
134582,0
134583,0
134584,0
134585,0
134586,1
134587,0
134588,0
134589,0
134590,0
134591,0
134592,0
134593,0
134594,0
134595,0
134596,0
134597,0
134598,0
134599,0
134600,0
134601,0
134602,0
134603,0
134604,0
134605,0
134606,0
134607,0
134608,0
134609,0
134610,0
134611,0
134612,0
134613,0
134614,0
134615,0
134616,1
134617,0
134618,0
134619,1
134620,0
134621,0
134622,0
134623,0
134624,0
134625,0
134626,0
134627,0
134628,0
134629,0
134630,0
134631,0
134632,0
134633,0
134634,0
134635,0
134636,0
134637,0
134638,0
134639,0
134640,0
134641,1
134642,0
134643,0
134644,0
134645,0
134646,0
134647,0
134648,0
134649,0
134650,1
134651,0
134652,0
134653,0
134654,0
134655,0
134656,0
134657,0
134658,0
134659,0
134660,0
134661,0
134662,0
134663,1
134664,1
134665,0
134666,0
134667,0
134668,0
134669,0
134670,0
134671,1
134672,0
134673,0
134674,0
134675,0
134676,0
134677,0
134678,0
134679,0
134680,0
134681,1
134682,0
134683,0
134684,0
134685,1
134686,0
134687,0
134688,0
134689,0
134690,1
134691,0
134692,0
134693,0
134694,0
134695,0
134696,0
134697,0
134698,0
134699,0
134700,0
134701,0
134702,1
134703,0
134704,1
134705,1
134706,0
134707,0
134708,0
134709,1
134710,1
134711,0
134712,0
134713,1
134714,1
134715,1
134716,0
134717,1
134718,0
134719,0
134720,1
134721,1
134722,1
134723,0
134724,0
134725,0
134726,0
134727,0
134728,0
134729,0
134730,1
